,primary_fuel,state,county,postcode
7543,Gas,Massachusetts,Essex County,1970.0
7544,Storage,Oregon,Marion County,97310.0
7545,Oil,Virginia,,24153.0
7546,Oil,Virginia,,24153.0
7547,Hydro,Oklahoma,Mayes County,74365.0
7548,Solar,Puerto Rico,,704.0
7549,Gas,California,Monterey County,
7550,Hydro,Vermont,Addison County,5769.0
7551,Oil,Missouri,Chariton County,65281.0
7552,Solar,North Carolina,Rowan County,28146.0
7553,Hydro,Alaska,,99802.0
7554,Oil,Idaho,Lemhi County,83467.0
7555,Hydro,Maine,York County,3908.0
7556,Wind,Idaho,Twin Falls County,
7557,Wind,Texas,Donley County,
7558,Waste,Utah,Salt Lake County,84120.0
7559,Solar,Utah,Salt Lake County,84101.0
7560,Hydro,California,Amador County,
7561,Wind,Nebraska,Lancaster County,68507.0
7562,Geothermal,California,Imperial County,
7563,Geothermal,California,Imperial County,
7564,Geothermal,California,Imperial County,
7565,Geothermal,California,Imperial County,
7566,Geothermal,California,Imperial County,
7567,Hydro,South Carolina,Greenville County,29611.0
7568,Hydro,South Carolina,Lexington County,29212.0
7569,Solar,South Carolina,Saluda County,29138.0
7570,Solar,South Carolina,Saluda County,29138.0
7571,Gas,Texas,Victoria County,77976.0
7572,Hydro,Texas,Jasper County,75931.0
7573,Solar,North Carolina,Moore County,27209.0
7574,Waste,North Carolina,Sampson County,
7575,Solar,Massachusetts,Worcester County,1507.0
7576,Solar,North Carolina,Sampson County,28382.0
7577,Gas,California,San Bernardino County,91786.0
7578,Solar,California,San Bernardino County,91708.0
7579,Gas,California,CAL Fire San Diego Unit,92182.0
7580,Storage,California,CAL Fire San Diego Unit,92163.0
7581,Hydro,California,Los Angeles County,91773.0
7582,Hydro,California,Los Angeles County,91773.0
7583,Geothermal,Nevada,Washoe County,
7584,Solar,Puerto Rico,,729.0
7585,Hydro,California,Los Angeles County,91312.0
7586,Hydro,California,Los Angeles County,
7587,Hydro,California,Los Angeles County,
7588,Hydro,California,Los Angeles County,
7589,Wind,California,Riverside County,
7590,Wind,California,Riverside County,92240.0
7591,Wind,California,Riverside County,92263.0
7592,Solar,Colorado,Las Animas County,81042.0
7593,Gas,Texas,San Jacinto County,
7594,Gas,Texas,Harris County,77536.0
7595,Hydro,California,Madera County,93643.0
7596,Hydro,California,Madera County,93669.0
7597,Solar,California,Fresno County,
7598,Gas,California,Santa Clara County,95192.0
7599,Coal,New Mexico,San Juan County,87421.0
7600,Oil,Puerto Rico,,968.0
7601,Wind,New Mexico,Chaves County,
7602,Solar,Colorado,Conejos County,81120.0
7603,Solar,Colorado,Saguache County,81125.0
7604,Solar,Colorado,Alamosa County,81146.0
7605,Coal,Texas,Atascosa County,
7606,Solar,New Mexico,San Miguel County,
7607,Solar,New Mexico,San Miguel County,
7608,Solar,California,Los Angeles County,
7609,Wind,Texas,Cameron County,78566.0
7610,Hydro,California,Tuolumne County,
7611,Wind,Texas,Glasscock County,79739.0
7612,Solar,California,Kings County,93204.0
7613,Gas,Texas,Travis County,78617.0
7614,Solar,Wisconsin,Polk County,54824.0
7615,Oil,Alaska,Aleutians East,99661.0
7616,Wind,Oregon,Morrow County,
7617,Waste,Alabama,DeKalb County,
7618,Solar,New Mexico,Sandoval County,
7619,Hydro,Wisconsin,Marinette County,
7620,Solar,Arizona,Pinal County,85291.0
7621,Coal,Texas,McLennan County,76682.0
7622,Solar,North Carolina,Nash County,
7623,Wind,Pennsylvania,Blair County,
7624,Solar,North Carolina,Camden County,27973.0
7625,Gas,Florida,Volusia County,32713.0
7626,Hydro,Michigan,Midland County,48657.0
7627,Hydro,California,San Bernardino County,92359.0
7628,Hydro,California,San Bernardino County,92359.0
7629,Gas,California,Santa Clara County,95050.0
7630,Waste,California,Santa Cruz County,
7631,Solar,New Mexico,Santa Fe County,87058.0
7632,Solar,California,Los Angeles County,90670.0
7633,Solar,California,Los Angeles County,90670.0
7634,Hydro,California,Ventura County,
7635,Wind,Puerto Rico,,757.0
7636,Gas,California,San Luis Obispo County,
7637,Waste,California,Santa Barbara County,93454.0
7638,Wind,Texas,Irion County,
7639,Gas,California,Alameda County,94568.0
7640,Storage,California,Alameda County,94568.0
7641,Wind,Texas,Reagan County,
7642,Gas,Florida,Santa Rosa County,
7643,Solar,California,Sonoma County,95403.0
7644,Gas,Arizona,Maricopa County,85296.0
7645,Hydro,North Carolina,Graham County,28733.0
7646,Solar,New Mexico,Bernalillo County,87151.0
7647,Solar,South Carolina,Florence County,29560.0
7648,Waste,Minnesota,Carlton County,
7649,Solar,Virginia,Sussex County,23882.0
7650,Solar,North Carolina,Franklin County,27549.0
7651,Gas,New York,Clinton County,12901.0
7652,Waste,Florida,Sarasota County,
7653,Solar,New York,Saratoga County,12863.0
7654,Wind,Iowa,Howard County,52155.0
7655,Oil,Nebraska,Custer County,68874.0
7656,Gas,California,Monterey County,
7657,Gas,Nebraska,Sarpy County,68147.0
7658,Hydro,Minnesota,Benton County,56377.0
7659,Solar,Minnesota,Stearns County,55382.0
7660,Waste,Ohio,Fulton County,43502.0
7661,Solar,Wisconsin,Vernon County,54634.0
7662,Petcoke,Georgia,Effingham County,31326.0
7663,Waste,South Carolina,Aiken County,
7664,Oil,Alaska,Nome,99769.0
7665,Solar,Massachusetts,Berkshire County,1256.0
7666,Wind,Idaho,Elmore County,
7667,Hydro,Michigan,Gogebic County,
7668,Gas,New Jersey,Middlesex County,8872.0
7669,Gas,New Jersey,Middlesex County,8872.0
7670,Solar,New Jersey,Middlesex County,8872.0
7671,Oil,Alaska,Unorganized Borough,99662.0
7672,Solar,Minnesota,Washington County,55073.0
7673,Solar,Minnesota,Washington County,55073.0
7674,Hydro,Minnesota,Carlton County,
7675,Solar,North Carolina,Lenoir County,28551.0
7676,Gas,California,Los Angeles County,90245.0
7677,Solar,Arkansas,Johnson County,72830.0
7678,Solar,Arkansas,Johnson County,72830.0
7679,Hydro,New York,Rensselaer County,12154.0
7680,Solar,North Carolina,Northampton County,27831.0
7681,Coal,Georgia,Monroe County,31046.0
7682,Coal,New Hampshire,Rockingham County,3801.0
7683,Other,Hawaii,Honolulu County,96857.0
7684,Solar,Minnesota,Blue Earth County,56001.0
7685,Hydro,New York,Albany County,12047.0
7686,Hydro,Virginia,,24541.0
7687,Solar,Minnesota,Scott County,55088.0
7688,Hydro,New York,Saratoga County,12884.0
7689,Oil,Pennsylvania,Philadelphia County,19146.0
7690,Solar,Minnesota,Stearns County,56331.0
7691,Solar,Massachusetts,Plymouth County,2066.0
7692,Wind,Massachusetts,Plymouth County,2066.0
7693,Hydro,Connecticut,Southeastern Connecticut COG,6280.0
7694,Solar,Indiana,Greene County,47457.0
7695,Hydro,California,Nevada County,
7696,Solar,Virginia,Powhatan County,23139.0
7697,Solar,Virginia,Powhatan County,23139.0
7698,Coal,Pennsylvania,Venango County,16374.0
7699,Wind,Texas,Scurry County,
7700,Wind,Texas,Scurry County,
7701,Solar,California,CAL Fire San Diego Unit,91911.0
7702,Solar,North Carolina,Northampton County,27876.0
7703,Nuclear,New Hampshire,Rockingham County,3874.0
7704,Solar,South Carolina,Beaufort County,29945.0
7705,Solar,New Jersey,Cumberland County,8302.0
7706,Solar,New Jersey,Monmouth County,7753.0
7707,Petcoke,Texas,Calhoun County,
7708,Solar,Nevada,Clark County,
7709,Hydro,Illinois,Rock Island County,61264.0
7710,Hydro,Vermont,Windham County,5363.0
7711,Wind,Vermont,Bennington County,
7712,Oil,New Jersey,Ocean County,8751.0
7713,Geothermal,California,Imperial County,92224.0
7714,Hydro,Michigan,Gladwin County,
7715,Waste,Texas,Montgomery County,
7716,Solar,North Carolina,Moore County,28327.0
7717,Oil,South Carolina,York County,29745.0
7718,Wind,Oklahoma,Dewey County,
7719,Wind,Oklahoma,Dewey County,
7720,Oil,Alaska,Northwest Arctic,99770.0
7721,Oil,Alaska,Kenai Peninsula,99663.0
7722,Solar,New Jersey,Sussex County,7890.0
7723,Hydro,Montana,Lake County,
7724,Gas,New York,Albany County,12607.0
7725,Solar,North Carolina,Johnston County,27576.0
7726,Solar,Tennessee,McNairy County,38375.0
7727,Solar,Tennessee,McNairy County,38379.0
7728,Solar,Tennessee,McNairy County,38375.0
7729,Hydro,Wyoming,Carbon County,
7730,Solar,Georgia,Seminole County,31745.0
7731,Gas,Oklahoma,Seminole County,74849.0
7732,Coal,Florida,Putnam County,32007.0
7733,Waste,Florida,Seminole County,
7734,Gas,Florida,Duval County,32218.0
7735,Wind,Texas,Jack County,
7736,Wind,Texas,Jim Hogg County,
7737,Oil,South Carolina,Oconee County,29678.0
7738,Waste,New York,Seneca County,13165.0
7739,Hydro,New York,Seneca County,13148.0
7740,Hydro,Pennsylvania,Warren County,
7741,Wind,New York,Erie County,14081.0
7742,Waste,Oregon,Lane County,97402.0
7743,Gas,California,Riverside County,92258.0
7744,Hydro,California,Los Angeles County,90049.0
7745,Nuclear,Tennessee,Hamilton County,
7746,Waste,Illinois,Kane County,60134.0
7747,Wind,Illinois,Iroquois County,60966.0
7748,Wind,Wyoming,Carbon County,
7749,Oil,Ohio,Medina County,44273.0
7750,Solar,California,,
7751,Solar,California,,
7752,Hydro,New York,Jefferson County,13601.0
7753,Oil,Alaska,Kenai Peninsula,99664.0
7754,Coal,Pennsylvania,Indiana County,15944.0
7755,Wind,Nebraska,Seward County,68439.0
7756,Gas,Georgia,Polk County,30125.0
7757,Wind,Texas,Baylor County,76380.0
7758,Gas,Florida,Pasco County,34610.0
7759,Wind,Illinois,Lee County,61318.0
7760,Solar,Massachusetts,Middlesex County,1876.0
7761,Solar,California,Kern County,93312.0
7762,Gas,Minnesota,Scott County,55379.0
7763,Solar,Minnesota,Scott County,55347.0
7764,Wind,Minnesota,Pipestone County,56170.0
7765,Solar,North Carolina,Hoke County,28386.0
7766,Solar,North Carolina,Robeson County,28386.0
7767,Wind,Texas,Clay County,76389.0
7768,Wind,Minnesota,Lincoln County,
7769,Gas,Kansas,Wallace County,67758.0
7770,Solar,New York,Schoharie County,13459.0
7771,Solar,New Jersey,Monmouth County,8501.0
7772,Oil,Kansas,Coffey County,
7773,Hydro,California,Shasta County,96089.0
7774,Solar,California,Shasta County,96028.0
7775,Hydro,Colorado,Montrose County,
7776,Hydro,Colorado,Montrose County,
7777,Solar,South Carolina,Aiken County,29829.0
7778,Solar,North Carolina,Currituck County,27973.0
7779,Hydro,Maine,Somerset County,4975.0
7780,Coal,Kentucky,McCracken County,
7781,Oil,Pennsylvania,Monroe County,18302.0
7782,Gas,Pennsylvania,Clearfield County,16881.0
7783,Gas,Wisconsin,Sheboygan County,53085.0
7784,Hydro,Washington,Stevens County,99157.0
7785,Solar,Oregon,Marion County,97392.0
7786,Gas,Wisconsin,Rock County,53534.0
7787,Wind,Vermont,Caledonia County,5866.0
7788,Oil,Missouri,Shelby County,63468.0
7789,Oil,Missouri,Shelby County,63468.0
7790,Oil,Missouri,Shelby County,63468.0
7791,Oil,North Carolina,Cleveland County,
7792,Oil,North Carolina,Cleveland County,28150.0
7793,Oil,Ohio,Richland County,44875.0
7794,Solar,North Carolina,Cleveland County,28150.0
7795,Solar,Ohio,Richland County,44875.0
7796,Solar,North Carolina,Cleveland County,28151.0
7797,Oil,Ohio,Richland County,44875.0
7798,Coal,Nebraska,Lancaster County,68404.0
7799,Solar,Vermont,Franklin County,5483.0
7800,Hydro,Vermont,Franklin County,5457.0
7801,Gas,Louisiana,Ascension Parish,70725.0
7802,Gas,Texas,Harris County,77536.0
7803,Biomass,Oregon,Lane County,97448.0
7804,Solar,North Carolina,Hoke County,20376.0
7805,Oil,Iowa,Page County,51601.0
7806,Hydro,Connecticut,Naugatuck Valley COG,6488.0
7807,Oil,Georgia,Fulton County,30309.0
7808,Wind,Texas,Pecos County,
7809,Wind,Texas,Pecos County,
7810,Solar,Minnesota,Sherburne County,55319.0
7811,Solar,Minnesota,Sherburne County,56304.0
7812,Coal,Minnesota,Sherburne County,55308.0
7813,Solar,Minnesota,Sherburne County,56304.0
7814,Solar,Indiana,Hamilton County,46069.0
7815,Hydro,Massachusetts,Franklin County,1350.0
7816,Gas,New Jersey,Cumberland County,8362.0
7817,Hydro,New York,Warren County,12804.0
7818,Solar,Connecticut,Southeastern Connecticut COG,6351.0
7819,Gas,North Carolina,Richmond County,
7820,Solar,North Carolina,Camden County,27974.0
7821,Wind,California,Solano County,
7822,Wind,California,Solano County,94512.0
7823,Wind,California,Solano County,94512.0
7824,Wind,California,Solano County,94512.0
7825,Solar,Massachusetts,Middlesex County,1464.0
7826,Solar,Massachusetts,Middlesex County,1434.0
7827,Wind,Wisconsin,Brown County,54208.0
7828,Oil,Alaska,Nome,99772.0
7829,Solar,North Carolina,Scotland County,28352.0
7830,Gas,New York,Orange County,10940.0
7831,Wind,Nebraska,Wayne County,
7832,Wind,Kansas,Kiowa County,
7833,Solar,New Jersey,Monmouth County,7728.0
7834,Oil,New York,Suffolk County,11786.0
7835,Oil,New York,Suffolk County,11786.0
7836,Solar,New York,Suffolk County,11786.0
7837,Solar,New Jersey,Essex County,7901.0
7838,Waste,Oregon,Lane County,97405.0
7839,Hydro,Colorado,Garfield County,
7840,Hydro,Wyoming,Park County,82414.0
7841,Hydro,Idaho,Jerome County,83341.0
7842,Oil,Massachusetts,Worcester County,1545.0
7843,Solar,Massachusetts,Worcester County,1545.0
7844,Solar,Massachusetts,Norfolk County,3201.0
7845,Oil,Alaska,Northwest Arctic,99773.0
7846,Gas,Wyoming,Lincoln County,
7847,Hydro,Georgia,Richmond County,30904.0
7848,Oil,Iowa,Osceola County,51249.0
7849,Gas,Iowa,Osceola County,51249.0
7850,Gas,Nebraska,Cheyenne County,69162.0
7851,Oil,Ohio,Shelby County,45365.0
7852,Hydro,Louisiana,Concordia Parish,70753.0
7853,Coal,Montana,Richland County,59270.0
7854,Gas,California,Butte County,95928.0
7855,Waste,Washington,Grays Harbor County,98520.0
7856,Waste,Washington,Skagit County,98273.0
7857,Waste,California,Shasta County,96013.0
7858,Waste,California,Placer County,95648.0
7859,Waste,California,Sierra County,96118.0
7860,Waste,California,Plumas County,95971.0
7861,Waste,California,Tuolumne County,95370.0
7862,Solar,California,Los Angeles County,93536.0
7863,Solar,California,Los Angeles County,93534.0
7864,Wind,Michigan,Huron County,48441.0
7865,Solar,North Carolina,Catawba County,28658.0
7866,Gas,Texas,Wichita County,76310.0
7867,Gas,California,Los Angeles County,80755.0
7868,Coal,Missouri,Scott County,63801.0
7869,Gas,Connecticut,Greater Bridgeport COG,6614.0
7870,Gas,Texas,Cameron County,78520.0
7871,Solar,North Carolina,Chatham County,27344.0
7872,Biomass,California,San Mateo County,94065.0
7873,Coal,Minnesota,Lake County,55614.0
7874,Solar,New Mexico,Grant County,88061.0
7875,Gas,Mississippi,Jefferson Davis County,
7876,Hydro,Vermont,Addison County,5769.0
7877,Solar,New Jersey,Middlesex County,8817.0
7878,Solar,Massachusetts,Berkshire County,1201.0
7879,Wind,Wyoming,Laramie County,
7880,Wind,Texas,Eastland County,
7881,Solar,Nevada,Clark County,89026.0
7882,Solar,Nevada,Clark County,
7883,Gas,Nevada,Clark County,
7884,Solar,Oregon,Marion County,97381.0
7885,Solar,New Jersey,Somerset County,8558.0
7886,Hydro,Alaska,Ketchikan Gateway,
7887,Gas,Texas,Bastrop County,78602.0
7888,Solar,Idaho,Elmore County,
7889,Solar,Georgia,Walton County,30025.0
7890,Gas,Massachusetts,Worcester County,1420.0
7891,Solar,North Carolina,Hertford County,
7892,Cogeneration,Idaho,Power County,82204.0
7893,Other,Wyoming,Sweetwater County,82901.0
7894,Hydro,Georgia,Baldwin County,31061.0
7895,Gas,Wyoming,Carbon County,82334.0
7896,Coal,Missouri,Saint Charles County,
7897,Hydro,California,Imperial County,85364.0
7898,Hydro,Oregon,Deschutes County,97702.0
7899,Hydro,New York,Saint Lawrence County,13676.0
7900,Hydro,California,Madera County,
7901,Gas,New York,Oswego County,13126.0
7902,Oil,Michigan,Ottawa County,49423.0
7903,Oil,Alaska,Skagway,99840.0
7904,Hydro,Maine,York County,4005.0
7905,Solar,New York,Saratoga County,12866.0
7906,Solar,New Jersey,Somerset County,8869.0
7907,Hydro,Washington,Thurston County,
7908,Gas,Texas,Colorado County,77412.0
7909,Wind,California,CAL Fire Kern County,
7910,Wind,Iowa,Adair County,50846.0
7911,Solar,Colorado,Weld County,
7912,Waste,Texas,Ellis County,75125.0
7913,Oil,Alaska,Copper River,
7914,Hydro,California,Shasta County,
7915,Wind,Kansas,Sumner County,
7916,Solar,Minnesota,Murray County,56151.0
7917,Wind,Oklahoma,Harper County,
7918,Oil,Minnesota,Brown County,56085.0
7919,Hydro,Oregon,Douglas County,
7920,Oil,Michigan,Wayne County,48173.0
7921,Gas,Alabama,Jefferson County,35207.0
7922,Hydro,California,Butte County,
7923,Hydro,Michigan,Gladwin County,48624.0
7924,Gas,Georgia,Monroe County,31004.0
7925,Solar,Massachusetts,Hampden County,1111.0
7926,Hydro,New Hampshire,Coos County,3570.0
7927,Hydro,Vermont,Orange County,5033.0
7928,Gas,Massachusetts,Hampshire County,1063.0
7929,Hydro,Idaho,Boundary County,83805.0
7930,Oil,Maryland,Somerset County,21824.0
7931,Hydro,Virginia,Pittsylvania County,
7932,Oil,North Carolina,Bladen County,28392.0
7933,Oil,North Carolina,Lenoir County,28504.0
7934,Oil,North Carolina,Wilson County,27893.0
7935,Hydro,Kentucky,Livingston County,42081.0
7936,Wind,Kansas,Lincoln County,
7937,Wind,Kansas,Lincoln County,67455.0
7938,Hydro,Utah,Wasatch County,84049.0
7939,Oil,Alaska,Nome,
7940,Hydro,Alaska,,
7941,Waste,Texas,Harrison County,75670.0
7942,Hydro,Washington,King County,98065.0
7943,Hydro,Washington,King County,98065.0
7944,Solar,North Carolina,Alamance County,27349.0
7945,Solar,North Carolina,Greene County,28580.0
7946,Gas,Utah,Salt Lake County,84092.0
7947,Hydro,Virginia,Amherst County,
7948,Wind,Texas,Scurry County,79526.0
7949,Solar,North Carolina,Nash County,27809.0
7950,Solar,North Carolina,Gates County,27979.0
7951,Solar,California,Riverside County,92581.0
7952,Solar,Maryland,Harford County,21130.0
7953,Hydro,Idaho,Caribou County,83276.0
7954,Geothermal,Nevada,Churchill County,
7955,Geothermal,Nevada,Churchill County,
7956,Hydro,Oregon,Douglas County,
7957,Hydro,New York,Lewis County,
7958,Solar,California,Imperial County,92243.0
7959,Solar,Texas,Brewster County,79830.0
7960,Solar,Arizona,Maricopa County,
7961,Gas,California,Solano County,94533.0
7962,Wind,California,Solano County,
7963,Solar,California,Riverside County,
7964,Solar,California,Riverside County,
7965,Solar,California,CAL Fire San Diego Unit,92004.0
7966,Solar,California,Imperial County,
7967,Solar,Georgia,Glynn County,31524.0
7968,Solar,Nevada,Clark County,89158.0
7969,Solar,Nevada,Clark County,89158.0
7970,Solar,Maine,Kennebec County,
7971,Solar,California,Los Angeles County,93535.0
7972,Solar,Florida,Alachua County,32604.0
7973,Solar,California,San Bernardino County,91710.0
7974,Solar,California,San Bernardino County,92316.0
7975,Solar,California,San Bernardino County,92403.0
7976,Solar,California,San Bernardino County,91743.0
7977,Solar,California,San Bernardino County,92374.0
7978,Solar,California,San Bernardino County,91743.0
7979,Solar,California,San Bernardino County,91743.0
7980,Solar,California,San Bernardino County,92335.0
7981,Solar,California,San Bernardino County,92403.0
7982,Solar,California,San Bernardino County,92403.0
7983,Solar,California,San Bernardino County,92335.0
7984,Solar,California,San Bernardino County,92374.0
7985,Solar,California,San Bernardino County,92335.0
7986,Solar,California,San Bernardino County,92335.0
7987,Solar,California,San Bernardino County,92403.0
7988,Solar,California,San Bernardino County,92335.0
7989,Solar,California,,92376.0
7990,Solar,California,,92376.0
7991,Solar,California,San Bernardino County,92408.0
7992,Solar,California,San Bernardino County,91761.0
7993,Solar,California,San Bernardino County,91761.0
7994,Solar,California,Tulare County,
7995,Solar,California,San Bernardino County,92403.0
7996,Solar,California,Los Angeles County,
7997,Solar,California,Kern County,93560.0
7998,Solar,California,CAL Fire Kern County,
7999,Solar,California,Los Angeles County,93553.0
8000,Solar,California,Sacramento County,95820
8001,Solar,New Jersey,Somerset County,08558
8002,Solar,North Carolina,Hertford County,27855
8003,Solar,Oregon,Crook County,
8004,Solar,California,Santa Clara County,94306
8005,Gas,Alaska,Kenai Peninsula,99669
8006,Solar,New York,Cattaraugus County,14760
8007,Wind,Minnesota,Lincoln County,56149
8008,Wind,Kansas,Thomas County,67701
8009,Hydro,Alaska,Unorganized Borough,
8010,Oil,Wisconsin,Douglas County,54873
8011,Solar,Massachusetts,Norfolk County,02762
8012,Solar,North Carolina,Sampson County,28366
8013,Solar,North Carolina,Bladen County,28320
8014,Solar,North Carolina,Cumberland County,28344
8015,Solar,North Carolina,Cumberland County,28344
8016,Solar,California,Los Angeles County,
8017,Gas,Minnesota,Beltrami County,56676
8018,Solar,Connecticut,Capitol Region COG,06071
8019,Coal,New York,Niagara County,14012
8020,Biomass,Maine,Somerset County,
8021,Wind,Pennsylvania,Somerset County,15501
8022,Hydro,New Hampshire,Strafford County,03878
8023,Solar,Tennessee,Fayette County,38068
8024,Solar,North Carolina,Wayne County,27580
8025,Solar,North Carolina,Catawba County,28658
8026,Waste,South Carolina,Darlington County,29550
8027,Geothermal,California,Sonoma County,96426
8028,Waste,California,Sonoma County,
8029,Waste,California,Sonoma County,
8030,Waste,California,Sonoma County,
8031,Gas,California,Sonoma County,95403
8032,Solar,California,Tuolumne County,95427
8033,Coal,Oklahoma,Noble County,
8034,Solar,North Carolina,Cleveland County,28114
8035,Solar,North Carolina,Franklin County,27537
8036,Hydro,California,Tehama County,96059
8037,Solar,North Carolina,New Hanover County,
8038,Biomass,California,San Diego County,92173
8039,Gas,California,Kern County,
8040,Oil,New York,Greene County,12413
8041,Hydro,Colorado,Montrose County,
8042,Hydro,Colorado,Montrose County,
8043,Wind,Pennsylvania,Fayette County,
8044,Hydro,New York,Saint Lawrence County,12697
8045,Biomass,Georgia,Muscogee County,31903
8046,Hydro,Arizona,Maricopa County,85213
8047,Wind,South Dakota,Hyde County,
8048,Biomass,Florida,Miami-Dade County,33190
8049,Hydro,Montana,Carbon County,
8050,Hydro,New York,Saint Lawrence County,13648
8051,Gas,Florida,Alachua County,32608
8052,Gas,Wisconsin,Fond du Lac County,
8053,Hydro,Alaska,Unorganized Borough,
8054,Hydro,Washington,King County,
8055,Wind,Minnesota,Jackson County,56167
8056,Hydro,Idaho,Twin Falls County,
8057,Oil,Minnesota,Redwood County,56283
8058,Oil,Georgia,Lowndes County,31602
8059,Hydro,New York,Saratoga County,12801
8060,Oil,New York,Suffolk County,11968
8061,Gas,Missouri,Cass County,64078
8062,Hydro,Tennessee,Sullivan County,37620
8063,Wind,Oregon,Gilliam County,
8064,Solar,North Carolina,Franklin County,27549
8065,Oil,Illinois,Ogle County,61068
8066,Oil,Connecticut,Hartford,06114
8067,Solar,Utah,Beaver County,
8068,Solar,Montana,Big Horn County,59034
8069,Coal,Wisconsin,Milwaukee County,53154
8070,Gas,New York,Suffolk County,11758
8071,Wind,Texas,Floyd County,
8072,Wind,Texas,Floyd County,79241
8073,Oil,Iowa,Bremer County,50677
8074,Gas,Arizona,Mohave County,86440
8075,Solar,North Carolina,Robeson County,28383
8076,Solar,Nebraska,Dakota County,68776
8077,Solar,South Carolina,Florence County,29583
8078,Oil,Iowa,Clayton County,52076
8079,Nuclear,Texas,Matagorda County,
8080,Wind,Texas,Taylor County,
8081,Solar,New Mexico,Bernalillo County,87121
8082,Solar,North Carolina,Forsyth County,27127
8083,Waste,Virginia,Southampton County,23827
8084,Solar,Virginia,Southampton County,23827
8085,Solar,Massachusetts,Hampshire County,01073
8086,Waste,Massachusetts,Worcester County,01550
8087,Solar,Massachusetts,Worcester County,06262
8088,Solar,Massachusetts,Worcester County,01550
8089,Gas,Alaska,Anchorage,99518
8090,Waste,Michigan,Berrien County,49120
8091,Gas,Illinois,Cook County,60617
8092,Gas,California,Kern County,93305
8093,Waste,California,Los Angeles County,90802
8094,Gas,Minnesota,Hennepin County,55455
8095,Solar,North Carolina,Vance County,27544
8096,Solar,South Carolina,Hampton County,29911
8097,Coal,Minnesota,Renville County,56284
8098,Solar,Massachusetts,Bristol County,02779
8099,Oil,New York,Suffolk County,11944
8100,Gas,New Mexico,Bernalillo County,87105
8101,Oil,Pennsylvania,Philadelphia County,19148
8102,Gas,Oklahoma,Caddo County,
8103,Oil,Missouri,,63101
8104,Solar,Massachusetts,Hampden County,01077
8105,Gas,Georgia,Mitchell County,31716
8106,Solar,Florida,Brevard County,32953
8107,Oil,Nebraska,Greeley County,68665
8108,Hydro,Utah,Utah County,84660
8109,Wind,Utah,Utah County,
8110,Solar,New Jersey,Burlington County,08641
8111,Wind,Minnesota,Lincoln County,56149
8112,Solar,Michigan,Ingham County,48824
8113,Oil,South Carolina,Spartanburg County,29323
8114,Hydro,California,Nevada County,95729
8115,Hydro,California,Nevada County,95729
8116,Hydro,California,Nevada County,95729
8117,Hydro,South Dakota,Lawrence County,57783
8118,Wind,Kansas,Ford County,67876
8119,Wind,Kansas,Ford County,67801
8120,Solar,Nevada,Clark County,
8121,Gas,Texas,Denton County,76205
8122,Solar,North Carolina,Rowan County,28144
8123,Oil,Iowa,Clay County,51301
8124,Solar,Minnesota,Kandiyohi County,56253
8125,Hydro,California,Tuolumne County,
8126,Solar,North Carolina,Moore County,27242
8127,Hydro,New York,Saratoga County,12831
8128,Hydro,South Carolina,Berkeley County,
8129,Gas,Colorado,Weld County,80520
8130,Wind,Texas,Oldham County,79001
8131,Wind,Texas,Oldham County,
8132,Wind,Texas,Oldham County,
8133,Wind,Montana,Judith Basin County,
8134,Oil,South Dakota,Clay County,
8135,Hydro,Wyoming,Park County,82414
8136,Gas,North Dakota,Stutsman County,58481
8137,Waste,Washington,Spokane County,99224
8138,Hydro,Oregon,Klamath County,
8139,Gas,California,Imperial County,
8140,Wind,Colorado,Logan County,
8141,Wind,Colorado,Logan County,80747
8142,Hydro,California,Shasta County,96087
8143,Gas,Oklahoma,Logan County,
8144,Hydro,California,Tuolumne County,
8145,Solar,Massachusetts,Worcester County,01037
8146,Gas,Pennsylvania,Montgomery County,19477
8147,Solar,Indiana,Lawrence County,47446
8148,Solar,Massachusetts,Plymouth County,02367
8149,Oil,Minnesota,Fillmore County,55975
8150,Solar,North Carolina,Vance County,27536
8151,Wind,Nevada,White Pine County,
8152,Solar,California,Kern County,
8153,Solar,California,Kern County,
8154,Solar,California,Kern County,
8155,Gas,Pennsylvania,Allegheny County,15144
8156,Solar,New Mexico,Colfax County,87747
8157,Coal,Arizona,Apache County,
8158,Oil,Colorado,Baca County,81073
8159,Oil,Minnesota,Brown County,56087
8160,Waste,New Hampshire,Merrimack County,03751
8161,Solar,Missouri,Greene County,65757
8162,Solar,Ohio,Clark County,45505
8163,Solar,Massachusetts,Hampden County,01111
8164,Solar,New Jersey,Burlington County,08042
8165,Waste,Florida,Jackson County,
8166,Gas,California,Riverside County,92553
8167,Wind,Nebraska,Keya Paha County,68778
8168,Hydro,California,Ventura County,93010
8169,Coal,Virginia,,23234
8170,Solar,Maryland,Washington County,
8171,Solar,Maryland,Washington County,21740
8172,Solar,Maryland,Washington County,21795
8173,Solar,Maryland,Washington County,21795
8174,Wind,Maine,Oxford County,04219
8175,Waste,Minnesota,McLeod County,55336
8176,Hydro,Maine,Aroostook County,
8177,Oil,Minnesota,Carver County,
8178,Coal,Michigan,Saint Clair County,48054
8179,Hydro,Wisconsin,Polk County,54024
8180,Oil,Kansas,Cheyenne County,67756
8181,Gas,Missouri,Dunklin County,
8182,Biomass,Louisiana,West Feliciana Parish,
8183,Oil,Utah,Washington County,84771
8184,Oil,Minnesota,Watonwan County,56081
8185,Oil,Kansas,Stafford County,67576
